1,0.840460963028066,41,1
0,-1.25746496925322,42,0
0,-1.20225639208792,43,0
1,-0.374127734608467,52,1
1,1.94463250633401,32,1
1,-0.815796351930843,47,0
0,-0.429336311773764,52,1
1,-1.25746496925322,54,0
0,-0.705379197600249,59,0
0,-0.926213506261437,44,0
0,0.674835231532175,32,1
0,0.840460963028066,51,1
0,-0.0428762716166852,48,0
1,2.33109254649108,39,1
1,-0.705379197600249,33,0
0,0.343583768540394,52,0
0,-0.208502003112576,34,0
0,1.94463250633401,45,1
1,-0.429336311773764,39,0
1,0.122749459879206,51,1
1,-0.374127734608467,28,1
0,0.840460963028066,37,1
1,-0.153293425947279,29,0
1,-1.25746496925322,42,1
0,-1.09183923775733,40,0
0,-0.208502003112576,47,0
0,-0.484544888939061,55,0
1,0.619626654366878,42,0
0,-0.815796351930843,26,0
1,-1.09183923775733,34,0
0,-0.926213506261437,25,0
0,-1.20225639208792,62,0
0,-0.87100492909614,62,0
0,-0.705379197600249,33,0
0,0.895669540193363,35,1
1,1.72379819767282,38,0
1,-0.153293425947279,42,1
0,-0.815796351930843,55,1
0,-0.0428762716166852,51,0
0,0.509209500036284,43,1
1,0.0675408827139087,40,1
1,1.83421535200341,61,0
0,1.50296388901163,46,1
1,1.55817246617693,47,1
0,0.840460963028066,51,0
0,0.0123323055486118,41,0
0,-1.03663066059203,61,0
1,0.0675408827139087,34,0
0,-0.484544888939061,54,1
0,1.88942392916871,42,1
0,-0.926213506261437,48,1
0,-0.0428762716166852,59,0
0,-1.36788212358381,47,0
0,-0.0428762716166852,49,0
1,-0.760587774765546,51,0
0,-1.36788212358381,36,0
0,0.840460963028066,46,0
1,0.288375191375097,41,1
0,-1.36788212358381,33,1
0,-0.429336311773764,25,0
1,-0.815796351930843,38,0
1,0.730043808697472,47,0
0,-0.0980848487819821,30,1
1,2.27588396932579,29,1
1,-1.14704781492262,49,0
1,-1.36788212358381,59,0
1,-0.153293425947279,23,1
1,0.343583768540394,47,1
1,2.33109254649108,54,1
1,-0.705379197600249,35,0
0,-1.20225639208792,30,0
1,1.11650384885455,31,1
1,-0.760587774765546,41,0
0,2.38630112365638,43,1
1,-0.263710580277873,44,0
1,1.50296388901163,46,0
1,0.785252385862769,54,1
0,-0.926213506261437,42,0
0,-0.594962043269655,43,0
0,0.840460963028066,41,0
1,1.22692100318514,58,0
1,-0.484544888939061,42,0
1,-0.0428762716166852,47,1
0,0.619626654366878,55,0
0,1.50296388901163,49,1
0,0.509209500036284,41,0
0,-0.926213506261437,43,0
1,-1.25746496925322,45,0
0,-1.03663066059203,54,0
0,-0.926213506261437,39,0
0,1.11650384885455,28,0
0,-0.484544888939061,49,0
0,-0.31891915744317,48,1
1,0.454000922870987,37,1
0,0.454000922870987,47,0
1,-0.0428762716166852,27,0
1,-0.484544888939061,56,0
0,-1.20225639208792,62,0
0,-0.374127734608467,33,0
1,0.177958037044503,47,1
1,-0.87100492909614,48,0
0,-1.36788212358381,42,0
0,-0.926213506261437,38,0
0,-0.484544888939061,40,1
0,0.122749459879206,47,0
0,-0.153293425947279,33,0
0,-0.760587774765546,37,1
0,0.39879234570569,32,0
0,0.0675408827139087,39,1
0,-0.208502003112576,58,1
1,0.122749459879206,36,0
1,-1.36788212358381,30,1
1,0.674835231532175,47,0
0,1.66858962050752,32,0
1,-0.208502003112576,29,1
1,0.840460963028066,48,0
1,-0.650170620434952,61,1
1,-1.14704781492262,38,0
1,0.454000922870987,38,1
0,-1.36788212358381,37,0
1,0.0123323055486118,52,0
0,-1.36788212358381,40,0
0,-0.87100492909614,56,0
1,0.95087811735866,33,0
1,1.28212958035044,55,1
0,-1.36788212358381,51,1
1,-1.36788212358381,57,0
0,1.06129527168925,30,0
1,1.55817246617693,43,0
1,0.343583768540394,25,0
0,-1.03663066059203,40,0
0,1.22692100318514,49,1
0,-0.594962043269655,31,0
1,1.39254673468104,43,1
1,-0.87100492909614,43,0
1,0.177958037044503,32,0
0,-0.815796351930843,37,0
1,-0.981422083426734,31,0
1,-0.263710580277873,37,1
1,-0.263710580277873,45,0
0,-0.981422083426734,37,1
0,-1.36788212358381,51,0
0,0.840460963028066,55,1
0,-1.20225639208792,56,1
0,-1.14704781492262,54,1
0,0.454000922870987,52,0
0,-0.539753466104358,53,1
1,1.72379819767282,46,1
0,-1.36788212358381,39,0
0,-1.14704781492262,36,0
0,-1.14704781492262,54,0
0,-0.0980848487819821,47,0
0,-1.36788212358381,35,0
1,0.2331666142098,38,1
0,1.50296388901163,47,0
1,0.730043808697472,46,0
0,-1.09183923775733,46,0
1,-0.263710580277873,49,1
1,0.840460963028066,41,1
1,0.785252385862769,53,1
1,1.72379819767282,44,1
0,0.564418077201581,48,0
1,-0.594962043269655,48,0
0,-0.484544888939061,48,0
1,-0.926213506261437,45,0
0,-1.36788212358381,61,0
0,-1.36788212358381,63,0
0,-0.374127734608467,47,0
0,-1.36788212358381,36,0
0,-0.0428762716166852,35,0
1,-0.374127734608467,45,0
1,1.28212958035044,37,0
1,0.564418077201581,43,1
1,0.2331666142098,48,0
0,-1.36788212358381,48,0
0,-0.31891915744317,35,1
0,-1.36788212358381,46,0
0,0.0675408827139087,43,0
0,0.2331666142098,33,0
1,-1.36788212358381,48,0
1,1.83421535200341,45,1
1,0.2331666142098,54,0
0,-0.484544888939061,51,0
1,0.343583768540394,44,1
0,-0.484544888939061,26,0
0,-1.03663066059203,33,0
1,1.72379819767282,68,0
1,0.454000922870987,44,0
0,0.177958037044503,38,1
1,0.840460963028066,35,1
0,-0.31891915744317,43,0
1,-0.705379197600249,27,0
0,0.39879234570569,49,0
0,-1.03663066059203,44,0
0,-1.25746496925322,50,0
1,1.06129527168925,49,0
1,-0.705379197600249,39,0
1,1.06129527168925,28,1
1,0.122749459879206,50,0
0,-1.36788212358381,37,0
1,-1.36788212358381,32,0
0,1.28212958035044,44,0
1,0.895669540193363,33,0
0,0.177958037044503,32,0
0,-1.03663066059203,36,1
1,2.27588396932579,60,1
0,0.730043808697472,41,0
1,1.17171242601985,37,0
1,1.77900677483811,28,1
1,-1.03663066059203,34,0
0,-1.36788212358381,64,0
1,-0.87100492909614,64,0
0,1.50296388901163,49,0
1,-1.36788212358381,49,0
1,1.39254673468104,43,0
1,-0.539753466104358,36,0
0,-0.926213506261437,40,0
1,-0.926213506261437,38,0
0,-0.484544888939061,54,0
0,2.22067539216049,44,1
0,0.509209500036284,45,0
0,-0.539753466104358,39,0
0,0.0123323055486118,50,0
0,0.288375191375097,50,1
1,-0.429336311773764,46,0
1,1.55817246617693,62,0
1,-1.36788212358381,26,0
0,0.454000922870987,35,0
1,1.44775531184633,50,1
0,-0.815796351930843,55,0
1,-0.705379197600249,37,1
1,-1.36788212358381,43,0
1,0.619626654366878,51,0
0,0.0675408827139087,45,0
1,1.39254673468104,45,0
0,-0.705379197600249,42,1
0,0.39879234570569,35,0
1,-0.429336311773764,50,1
0,-0.0428762716166852,50,0
0,-0.0980848487819821,63,1
0,-0.594962043269655,54,0
1,-0.815796351930843,35,0
1,-0.208502003112576,40,0
1,-0.0428762716166852,37,1
0,0.674835231532175,25,1
1,-0.0428762716166852,46,0
0,-1.36788212358381,56,0
1,-1.09183923775733,40,0
0,-1.20225639208792,30,1
0,-0.0980848487819821,32,1
1,1.66858962050752,39,0
1,-1.09183923775733,61,1
0,-0.31891915744317,41,0
1,1.55817246617693,49,0
1,-0.760587774765546,30,0
1,1.77900677483811,37,1
0,-1.36788212358381,46,1
1,0.619626654366878,45,1
1,-0.705379197600249,50,1
1,-0.650170620434952,62,1
0,-0.153293425947279,31,0
1,1.17171242601985,45,0
0,0.895669540193363,43,1
1,0.619626654366878,28,1
0,-0.484544888939061,42,0
1,1.61338104334222,44,1
0,-0.31891915744317,43,0
0,0.785252385862769,47,1
1,1.00608669452396,49,1
1,1.33733815751574,33,1
1,0.619626654366878,43,0
1,0.343583768540394,26,1
1,-0.263710580277873,44,0
0,-0.484544888939061,38,0
0,-0.0428762716166852,37,1
0,-1.36788212358381,68,0
0,-1.14704781492262,50,0
0,-1.36788212358381,49,0
0,0.177958037044503,49,0
0,0.895669540193363,36,0
0,-0.484544888939061,43,0
1,0.674835231532175,30,1
1,0.619626654366878,57,1
1,1.17171242601985,52,0
0,-0.0428762716166852,37,0
